"","AID","CID","CitedAs","Locatable","CitationDetail_RG","FulltextAvailable","DOI_RG","AuthorUpload","SourcePubs","SourcePreprint","SourceRepo","SourceWebsite","SourceURl","SourceDOI","ItemClass","Copyrighted","Licensed","HCISI","PT","AU","BA","CA","GP","RI","OI","BE","Z2","TI","X1","Y1","Z1","FT","PN","AE","Z3","SO","S1","SE","BS","VL","IS","SI","MA","BP","EP","AR","DI","D2","SU","PD","PY","AB","X4","Y4","Z4","AK","CT","CY","SP","CL","TC","Z8","ZB","ZS","Z9","SN","BN","UT","PM"
"17034","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17035","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17036","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17037","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17038","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17039","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17040","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17041","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17042","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17043","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17044","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"171","E170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Fabiano, B.; Curro, F.; Reverberi, A. P.; Pastorino, R.",NA,NA,NA,NA,NA,NA,NA,"Dangerous good transportation by road: from risk analysis to emergency planning",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"172","E171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Felipe, DVL",NA,NA,NA,NA,NA,NA,NA,"BioDocker: an open-source and community-driven framework for software standardization",NA,NA,NA,NA,NA,NA,NA,"Research-Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"173","E172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Gupta, S; Jain, SK",NA,NA,NA,NA,NA,NA,NA,"An application of 5S concept to organize the workplace at a scientific instruments manufacturing company",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOI 10.1108/IJLSS-08-2013-0047",NA,NA,"March",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"175","E173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Kalenda, J.; Karger, T.",NA,NA,NA,NA,NA,NA,NA,"Kreativni trida v kriticke optice Bourdieuho teorie",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"176","E174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Kavitha, G.; Ramani, G.; Dhass, P. K.; Aruna, R. M.",NA,NA,NA,NA,NA,NA,NA,"Oxidative stress, interleukin (IL- 6) and atherogenic index of plasma in diabetic nephropathy",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,"2",NA,NA,NA,"211","216",NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"177","E175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Kobmoo, N.",NA,NA,NA,NA,NA,NA,NA,"How can we extract the hemolymph from insects, especially from small ones like ants?",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,"8",NA,NA,NA,"19","19",NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"178","E176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Kraft, R.",NA,NA,NA,NA,NA,NA,NA,"A maschine learning approach to improve precision for navigational queries in a web information retrieval system",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"179","E177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Kunc, V; Frame, B; Nguyen, BN",NA,NA,NA,NA,NA,NA,NA,"Fiber Length Distribution Measurement for long Glass and Carbon Fiber Reinforced Injection Molded Thermoplastics",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"180","E178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Lin, D.",NA,NA,NA,NA,NA,NA,NA,"An information-theoretic definition of similarity",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"181","E179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Mirghani, HO; Elbadawi, AS",NA,NA,NA,NA,NA,NA,NA,"Are diabetes mellitus, restless syndrome, and fibromyalgia related?",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,"5",NA,NA,NA,"208","215",NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"182","E180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Mishra, A. K.; Yadava, R.; Mishra, A.; Verma, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,"2",NA,NA,NA,NA,NA,"974",NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"183","E181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Mizuno, K; Fukai, I; Murata, T; Goto, T.",NA,NA,NA,NA,NA,NA,NA,"Pulmonary pleomorphic carcinoma",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,"65",NA,NA,NA,"863","66",NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"184","E182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Muhs, D.R.; Prospero, J.M.; Baddock, M.C.; Gill, T.E.",NA,NA,NA,NA,NA,NA,NA,"Identifying sources of Aeolian mineral dust: present and past. Mineral dust- a key player in the earth system",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"1841","E182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Muhs, D.R.; Prospero, J.M.; Baddock, M.C.; Gill, T.E.",NA,NA,NA,NA,NA,NA,NA,"Identifying sources of Aeolian mineral dust: present and past. Mineral dust- a key player in the earth system",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"185","E183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Nikolic, D.; Kovacev-Nikolic, V.",NA,NA,NA,NA,NA,NA,NA,"Dynamical model of the maltose-binding protein",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.13140/2.1.3269.8883",NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"186","E184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Njuguna, J.; Pielichowski, K.",NA,NA,NA,NA,NA,NA,NA,"The role of advanced polymer materials in aerospace",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,"1","48",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"187","E185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Oliveira, LS; Franca, AS",NA,NA,NA,NA,NA,NA,NA,"An overview of the potential uses for coffee husks",NA,NA,NA,NA,NA,NA,NA,"Coffee in health and disease prevention",NA,NA,NA,"31",NA,NA,NA,"283","291",NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"1871","E185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Oliveira, LS; Franca, AS",NA,NA,NA,NA,NA,NA,NA,"An overview of the potential uses for coffee husks",NA,NA,NA,NA,NA,NA,NA,"Coffee in health and disease prevention",NA,NA,NA,"31",NA,NA,NA,"283","291",NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"1872","E185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Oliveira, LS; Franca, AS",NA,NA,NA,NA,NA,NA,NA,"An overview of the potential uses for coffee husks",NA,NA,NA,NA,NA,NA,NA,"Coffee in health and disease prevention",NA,NA,NA,"31",NA,NA,NA,"283","291",NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"188","E186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Perez, L; Bequer, L; Gomez, T; Gonzalez, O; Heredia, D; Molina, O",NA,NA,NA,NA,NA,NA,NA,"Actividad de la gamma glutamil transferasa serica: distribucion estadistica, variaciones segun edad y sexo e intervalos de referencia en villa clara",NA,NA,NA,NA,NA,NA,NA,"Research-Gate",NA,NA,NA,"3",NA,NA,NA,"122","143",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"189","E187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Phan, P. H.",NA,NA,NA,NA,NA,NA,NA,"Book Review: Asian eclipse: Exposing the dark side of business in Asia",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,"16","2",NA,NA,"305","308",NA,"DOI 10.1023/A:1015403429281",NA,NA,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"190","E188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pokrovsky, O. S.",NA,NA,NA,NA,NA,NA,NA,"Full data set of major and trace element concentration in snow water (0.45 &mu;m) and snow parcticles sampled across the latitudinal profile of Western Siberia Lowland",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"191","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"1911","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"1912","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"1913","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"1914","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"1915","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"1916","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"1917","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"1918","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"1919","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"19110","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"19111","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"19112","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"19113","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"19114","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"19115","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"19116","E189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,NA,NA,NA,NA,"Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material",NA,NA,NA,NA,NA,NA,NA,"IEICE TRANSACTIONS ON ELECTRONICS",NA,NA,NA,"E83C","11",NA,NA,"1755","1762",NA,NA,NA,NA,"NOV 2000",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
