,AID,CID,CitedAs,Locatable,CitationDetail_RG,FulltextAvailable,DOI_RG,AuthorUpload,SourcePubs,SourcePreprint,SourceRepo,SourceWebsite,SourceURl,SourceDOI,ItemClass,Copyrighted,Licensed,HCISI,PT,AU,CA,GP,Z2,TI,Z1,Z3,SO,VL,IS,BP,EP,AR,DI,PD,PY,CT,CY,SP,CL,TC
316,P312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Shafique, N. A.; Fulk, F.; Autrey, B. C.; Flotemersch, J.",NA,NA,NA,Hyperspectral remote sensing of water quality parameters for large rivers in the Ohio River basin,NA,NA,Research Gate.,NA,NA,216,221,NA,NA,NA,2003,NA,NA,NA,NA,5
3161,P312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Shafique, N. A.; Fulk, F.; Autrey, B. C.; Flotemersch, J.",NA,NA,NA,Hyperspectral remote sensing of water quality parameters for large rivers in the Ohio River basin,NA,NA,Research Gate.,NA,NA,216,221,NA,NA,NA,2003,NA,NA,NA,NA,5
3162,P312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Shafique, N. A.; Fulk, F.; Autrey, B. C.; Flotemersch, J.",NA,NA,NA,Hyperspectral remote sensing of water quality parameters for large rivers in the Ohio River basin,NA,NA,Research Gate.,NA,NA,216,221,NA,NA,NA,2003,NA,NA,NA,NA,5
3163,P312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Shafique, N. A.; Fulk, F.; Autrey, B. C.; Flotemersch, J.",NA,NA,NA,Hyperspectral remote sensing of water quality parameters for large rivers in the Ohio River basin,NA,NA,Research Gate.,NA,NA,216,221,NA,NA,NA,2003,NA,NA,NA,NA,5
3164,P312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Shafique, N. A.; Fulk, F.; Autrey, B. C.; Flotemersch, J.",NA,NA,NA,Hyperspectral remote sensing of water quality parameters for large rivers in the Ohio River basin,NA,NA,Research Gate.,NA,NA,216,221,NA,NA,NA,2003,NA,NA,NA,NA,5
317,P313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"de Vos, P. J. Sicco",NA,NA,NA,NA,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,1
318,P314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Simitsis, A.; Vassiliadis, P.",NA,NA,NA,A methodology for the conceptual modeling of etl processes,NA,NA,research gate,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,1
320,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
3201,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
3202,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
3203,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
3204,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
3205,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
3206,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
3207,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
3208,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
3209,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
32010,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
32011,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
32012,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
32013,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
32014,P315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sirjani, Reza; Mohamed, Azah; Shareef, Hussain",NA,NA,NA,Heuristic Optimization Techniques to Determine Optimal Capacitor Placement and Sizing in Radial Distribution Networks: A Comprehensive Review,NA,NA,PRZEGLAD ELEKTROTECHNICZNY,88,7A,1,7,NA,NA,2012,2012,NA,NA,NA,NA,15
321,P316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Stark, G.",NA,NA,NA,Three Killer Graphics,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,1
322,P317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Steenbruggen, J.; Borzacchiello, M.T.; Nijkamp, P.; Scholten, H",NA,NA,NA,Real-Time Data from Mobile Phone Networks for Urban Incidence and Traffic Management-A Review of Applications and Opportunities,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
323,P318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Stone, C. P.; Omnes, P.; Rezende, R. V. P.; Grimm-Strele, H; Bensow, R. E.",NA,NA,NA,NA,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,1
324,P319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Sun, W.",NA,NA,NA,computer aided Lung Cancer Diagnosis with Deep Learning Algorithms,NA,NA,Research gate,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,1
325,P320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Tripathia, R. M.; Shrivastava, A.; Kumar, N.; Bhadwaib, A. S.; Kumar, R.; Guptab, R. P.; Shrivastavad, B. R.",NA,NA,NA,NA,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
327,P321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Tsaknaki, V; Fernaeus, Y; Schaub, M",NA,NA,NA,Leather as a material for crafting interactive and physical artifacts,NA,NA,Research Gate,5,NA,5,14,NA,NA,NA,2014,NA,NA,NA,NA,1
328,P322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Tschinkel, Brian; Esantsi, Bernard; Iacovelli, Dominick; Nagesar, Padma; Walz, Richard; Monaco, Vinnie; Bakelman, Ned",NA,NA,NA,Keylogger Keystroke Biometric System,NA,NA,Research Gate.,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,1
329,P323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Ukani, Vijay S.",NA,NA,NA,Testing Video Transmission in NS-2 Using The Evalvid Framework,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,July,2015,NA,NA,NA,NA,2
3291,P323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Ukani, Vijay S.",NA,NA,NA,Testing Video Transmission in NS-2 Using The Evalvid Framework,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,July,2015,NA,NA,NA,NA,2
330,P324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Vahedi, Hani; Al-Haddad, Kamal; Ounejjar, Youssef",NA,NA,NA,Crossover Switches Cell (CSC): A New Multilevel Inverter Topology with Maximum Voltage Levels and Minimum DC Sources,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
332,P325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Vojvodic, Svetlana; Popovic, Stevan; Macukanovic-Golubovic, Lana",NA,NA,NA,[Implications of HLA linkage disequilibrium phenomenon in finding unrelated volunteer bone marrow donors].,NA,NA,Medicinski pregled,60,4-Mar,178,82,NA,NA,2007 Mar-Apr,2007,NA,NA,NA,NA,1
333,P326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Woodward, E.; Jagdev, S.; McParland, L.; Clark, K.; Gregory, W.; Newsham, A.",NA,NA,NA,Skeletal complications and survival in renal cancer patients with bone metastases,NA,NA,Research Gate,48,1,1606,1606,NA,NA,NA,2011,NA,NA,NA,NA,1
334,P327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Yildirim, Ahmet A; OZdogan, Cem; Watson, Dan",NA,NA,NA,Parallel Data Reduction Techniques for Big Data sets,NA,NA,Research gate,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,1
335,P328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Yoon, Byung-jun",NA,NA,NA,HMM with auxiliary memory: Anew tool for modelling RNA secondary structures,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,1
336,P329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Zhang, G.; Wang, G.; Farhangi, H.; Palizban, A.",NA,NA,NA,Short-Term Load Forecasting of Active and Reactive Powers in Small Scales using LASSO-Integrated Nonlinear Autoregressive Neural Networks,NA,NA,Research Gate,1,NA,5,5,NA,NA,october,2016,NA,NA,NA,NA,1
337,P330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Zhang, J.; Chua, H. C.; Zhou, J.; Fane, A. G.",NA,NA,NA,NA,NA,NA,research gate,NA,NA,54,66,NA,NA,NA,NA,NA,NA,NA,NA,1
338,P331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,[Anonymous],NA,NA,NA,A surey towards understanding residential prosumers in smart grid neighbouhoods,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,1
